333,Camion 316,UMAN,10.117.126.136,n,n,n,n
334,Camion 316,VIMS,10.117.124.136,n,n,n,n
335,Camion 316,UMAN Replacement,10.117.126.100,n,n,n,n
336,Camion 316,LAB Support,10.117.123.99,n,n,n,n
337,Camion 317,Cisco AP,10.117.115.7,n,n,n,n
338,Camion 317,Cisco RO,10.117.116.7,n,n,n,n
339,Camion 317,Dispatch,10.117.123.117,n,n,n,n
340,Camion 317,MEM,10.117.122.117,n,n,n,n
341,Camion 317,UMAN,10.117.126.117,n,n,n,n
342,Camion 317,VIMS,10.117.124.117,n,n,n,n
343,Camion 317,UMAN Replacement,10.117.126.100,n,n,n,n
344,Camion 317,LAB Support,10.117.123.99,n,n,n,n
345,Camion 318,Cisco AP,10.117.115.8,n,n,n,n
346,Camion 318,Cisco RO,10.117.116.8,n,n,n,n
347,Camion 318,Dispatch,10.117.123.118,n,n,n,n
348,Camion 318,MEM,10.117.122.118,n,n,n,n
349,Camion 318,UMAN,10.117.126.118,n,n,n,n
350,Camion 318,VIMS,10.117.124.118,n,n,n,n
351,Camion 318,UMAN Replacement,10.117.126.100,n,n,n,n
352,Camion 318,LAB Support,10.117.123.99,n,n,n,n
353,Pala 10,Cisco AP,10.117.115.110,n,n,n,n
354,Pala 10,Cisco RO,10.117.121.40,n,n,n,n
355,Pala 10,Cisco SW,10.117.114.110,n,n,n,n
356,Pala 10,Cliente Camara fragm,10.117.121.26,n,n,n,n
357,Pala 10,Cliente Receptor GPS1,10.117.121.27,n,n,n,n
358,Pala 10,Cliente Tooth Metrics,10.117.121.28,n,n,n,n
359,Pala 10,Cliente Camara ope,10.117.121.30,n,n,n,n
360,Pala 10,Cliente Receptor GPS2,10.117.121.37,n,n,n,n
361,Pala 10,Cliente ION,10.117.121.38,n,n,n,n
362,Pala 10,Cliente Datalogger MEM Eth0,10.117.122.110,n,n,n,n
363,Pala 10,Cliente PTX Dispatch/Provision,10.117.123.110,n,n,n,n
364,Pala 10,Cliente AC800 Centurion,10.117.121.21,n,n,NAT,n
365,Pala 10,Cliente GUI Centurion,10.117.121.22,n,n,NAT,n
366,Pala 10,Cliente GUI Centurion,10.117.121.23,n,n,NAT,n
367,Pala 11,Cisco AP,10.117.115.111,n,n,n,n
368,Pala 11,Cisco RO,10.117.116.111,n,n,n,n
369,Pala 11,Cisco SW,10.117.114.111,n,n,n,n
370,Pala 11,Cliente Camara fragm,10.117.121.46,n,n,n,n
371,Pala 11,Cliente Receptor GPS1,10.117.121.47,n,n,n,n
372,Pala 11,Cliente Tooth Metrics,10.117.121.48,n,n,n,n
373,Pala 11,Cliente Camara ope,10.117.121.50,n,n,n,n
374,Pala 11,Cliente Receptor GPS2,10.117.121.57,n,n,n,n
375,Pala 11,Cliente ION,10.117.121.58,n,n,n,n
376,Pala 11,Cliente Datalogger MEM Eth0,10.117.122.111,n,n,n,n
377,Pala 11,Cliente PTX Dispatch/Provision,10.117.123.111,n,n,n,n
378,Pala 11,Cliente PLC Medicion,10.117.124.102,n,n,n,n
379,Pala 11,Cliente AC800 Centurion,10.117.121.41,n,n,NAT,n
380,Pala 11,Cliente GUI Centurion,10.117.121.42,n,n,NAT,n
381,Pala 11,Cliente GUI Centurion,10.117.121.43,n,n,NAT,n
382,Pala 12,Cisco AP,10.117.115.112,n,n,n,n
383,Pala 12,Cisco RO,10.117.121.80,n,n,n,n
384,Pala 12,Cisco SW,10.117.114.112,n,n,n,n
385,Pala 12,Cliente Camara fragm,10.117.121.66,n,n,n,n
386,Pala 12,Cliente Receptor GPS1,10.117.121.67,n,n,n,n
387,Pala 12,Cliente Tooth Metrics,10.117.121.68,n,n,n,n
388,Pala 12,Cliente Camara ope,10.117.121.70,n,n,n,n
389,Pala 12,Cliente Receptor GPS2,10.117.121.77,n,n,n,n
390,Pala 12,Cliente ION,10.117.121.78,n,n,n,n
391,Pala 12,Clente Datalogger MEM Eth0,10.117.122.112,n,n,n,n
392,Pala 12,Cliente PTX Dispatch/Provision,10.117.123.112,n,n,n,n
393,Pala 12,Cliente AC800 Centurion,10.117.121.61,n,n,NAT,n
394,Pala 12,Cliente GUI Centurion,10.117.121.62,n,n,NAT,n
395,Pala 12,Cliente GUI Centurion,10.117.121.63,n,n,NAT,n
396,Pala 21,Cisco AP,10.117.115.121,n,n,n,n
397,Pala 21,Cisco RO,10.117.121.120,n,n,n,n
398,Pala 21,Cisco SW,10.117.114.121,n,n,n,n
