"id";"ubication";"device";"client";"last_mac";"current_mac";"note";"last_change_date";"status";"prtg_status";"prtg_id";"status_num_clients"
"418";"Pala 21";"Cliente CAMARA TERMICA Crowd /Propel 2";"10.117.121.116";"cc90.70c1.7200";"Not Found";"NAT";"2024-09-04 10:00:31";"N/A";"Down (Acknowledged)";"18553";"N/A"
"419";"Pala 21";"Cliente CAMARA TERMICA Sala de maquinas";"10.117.121.119";"cc90.70c1.7200";"Not Found";"NAT";"2024-05-28 15:54:38";"N/A";"Down (Acknowledged)";"18555";"N/A"
"420";"Pala 22";"Cisco AP";"10.117.115.122";"9cd5.7dd5.7512";"Not Found";"No data";"2024-08-11 11:39:21";"ok";"No operando";"0";"ok"
"421";"Pala 22";"Cisco RO";"10.117.121.140";"4c42.1e50.eb60";"Not Found";"NAT";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18560";"N/A"
"422";"Pala 22";"Cisco SW";"10.117.114.122";"cc79.d7cd.06eb";"Not Found";"No data";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18562";"N/A"
"423";"Pala 22";"Cliente Camara fragm";"10.117.121.126";"0040.8cc0.7151";"Not Found";"No data";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18564";"N/A"
"424";"Pala 22";"Cliente Receptor GPS1";"10.117.121.127";"0060.3537.4b9a";"Not Found";"No data";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18566";"N/A"
"425";"Pala 22";"Cliente Tooth Metrics";"10.117.121.128";"2046.a105.a808";"Not Found";"No data";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18568";"N/A"
"426";"Pala 22";"Cliente Camara ope";"10.117.121.130";"accc.8e58.4466";"Not Found";"No data";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18570";"N/A"
"427";"Pala 22";"Cliente Receptor GPS2";"10.117.121.137";"0060.3537.45ca";"Not Found";"No data";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18572";"N/A"
"428";"Pala 22";"Cliente ION";"10.117.121.138";"No data";"Not Found";"No data";"2024-05-12 21:33:15";"N/A";"Down (Acknowledged)";"18574";"N/A"
"429";"Pala 22";"Clente Datalogger MEM Eth0";"10.117.122.122";"0001.c00c.8834";"Not Found";"No data";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18576";"N/A"
"430";"Pala 22";"Cliente PTX Dispatch/Provision";"10.117.123.122";"0080.0701.3556";"Not Found";"No data";"2024-08-11 11:39:21";"N/A";"Down (Acknowledged)";"18578";"N/A"
"431";"Pala 22";"Cliente PLC Medicion";"10.117.124.106";"No data";"Not Found";"No data";"2024-05-12 21:50:49";"N/A";"Down (Acknowledged)";"18580";"N/A"
"432";"Pala 22";"Cliente AC800 Centurion";"10.117.121.121";"4c42.1e50.eb60";"Not Found";"NAT";"2024-05-12 22:40:54";"N/A";"Down (Acknowledged)";"18582";"N/A"
"433";"Pala 22";"Cliente GUI Centurion";"10.117.121.122";"4c42.1e50.eb60";"Not Found";"NAT";"2024-07-19 21:55:04";"N/A";"Down (Acknowledged)";"18584";"N/A"
"434";"Pala 22";"Cliente GUI Centurion";"10.117.121.123";"4c42.1e50.eb60";"Not Found";"NAT";"2024-07-12 16:09:55";"N/A";"Down (Acknowledged)";"18586";"N/A"
"435";"Pala 18";"Cisco AP";"10.117.115.180";"Not Found";"acf5.e6db.4c58";"No data";"2024-09-03 08:03:03";"ok";"No operando";"0";"ok"
"436";"Pala 18";"Cisco RO";"10.117.116.180";"Not Found";"acf5.e6db.4c38";"NAT";"2024-09-03 08:03:03";"N/A";"Not Found";"0";"N/A"
"437";"Pala 18";"Cliente Dispatch";"10.117.123.180";"Not Found";"0080.0701.124c";"No data";"2024-09-03 08:03:03";"N/A";"Not Found";"0";"N/A"
"438";"Pala 18";"Cliente VIMS";"10.117.124.118";"Not Found";"000a.752e.e1c9";"No data";"2024-09-03 08:03:03";"N/A";"Not Found";"0";"N/A"
"439";"Pala 19";"Cisco AP";"10.117.115.181";"Not Found";"c444.a016.0592";"No data";"2024-09-05 08:21:00";"ok";"Up";"13604";"ok"
"440";"Pala 19";"Cisco RO";"10.117.116.181";"Not Found";"c444.a016.0572";"NAT";"2024-09-05 08:21:00";"N/A";"Not Found";"0";"N/A"
"441";"Pala 19";"Cliente Payload";"10.117.121.151";"Not Found";"0030.643c.03d2";"No data";"2024-09-05 08:21:00";"N/A";"Not Found";"0";"N/A"
"442";"Pala 19";"Cliente Camara ope";"10.117.121.152";"Not Found";"accc.8e7d.f885";"No data";"2024-09-05 08:21:00";"N/A";"Not Found";"0";"N/A"
"443";"Pala 19";"Cliente Dispatch";"10.117.123.181";"Not Found";"0080.0701.6b45";"No data";"2024-09-05 08:21:00";"N/A";"Not Found";"0";"N/A"
"444";"Pala 19";"Cliente VIMS";"10.117.124.119";"Not Found";"000a.7511.7cd5";"No data";"2024-09-05 08:21:00";"N/A";"Not Found";"0";"N/A"
"445";"Pala 23";"Cisco AP";"10.117.115.182";"Not Found";"f01d.2d55.d5e4";"No data";"2024-09-05 08:01:15";"ok";"Up";"13596";"ok"
"446";"Pala 23";"Cisco RO";"10.117.116.182";"Not Found";"cc90.70c1.74e0";"NAT";"2024-09-05 08:21:00";"N/A";"Not Found";"0";"N/A"
"447";"Pala 23";"Cliente Dispatch";"10.117.123.182";"Not Found";"0080.0701.3360";"No data";"2024-09-05 08:01:15";"N/A";"Not Found";"0";"N/A"
"448";"Pala 23";"Cliente VIMS";"10.117.124.120";"No data";"Not Found";"No data";"2024-05-13 00:43:32";"N/A";"Not Found";"0";"N/A"
"449";"Pala 23";"Cliente Camara ope";"10.117.126.21";"accc.8ed0.1d6b";"Not Found";"No data";"2024-06-12 10:11:16";"N/A";"Not Found";"0";"N/A"
"450";"Pala 60";"Cisco AP";"10.117.115.183";"No data";"Not Found";"No data";"2024-05-13 01:18:33";"ok";"No operando";"0";"ok"
"451";"Pala 60";"Cisco RO";"10.117.116.183";"No data";"Not Found";"NAT";"2024-05-13 01:36:00";"N/A";"Not Found";"0";"N/A"
"452";"Pala 60";"Cisco SW";"10.117.114.183";"No data";"Not Found";"No data";"2024-05-13 02:11:00";"N/A";"Not Found";"0";"N/A"
"453";"Pala 60";"Cliente Dispatch";"10.117.123.183";"No data";"Not Found";"No data";"2024-05-13 05:06:04";"N/A";"Not Found";"0";"N/A"
"454";"Pala 60";"Cliente PLE";"10.117.124.160";"No data";"Not Found";"No data";"2024-05-13 05:23:34";"N/A";"Not Found";"0";"N/A"
"455";"Pala 60";"Cliente Camara ope";"10.117.126.1";"No data";"Not Found";"No data";"2024-05-13 05:40:56";"N/A";"Not Found";"0";"N/A"
"456";"Pala 60";"Cliente Receptor GPS1";"10.117.126.2";"No data";"Not Found";"No data";"2024-05-13 08:00:56";"N/A";"Not Found";"0";"N/A"
"457";"Pala 60";"Cliente Receptor GPS2";"10.117.126.3";"No data";"Not Found";"No data";"2024-05-13 08:18:29";"N/A";"Not Found";"0";"N/A"
"458";"Pala 61";"Cisco AP";"10.117.115.184";"Not Found";"acf5.e6db.649e";"No data";"2024-08-27 10:22:46";"ok";"No operando";"0";"ok"
"459";"Pala 61";"Cisco RO";"10.117.116.184";"Not Found";"acf5.e6db.647e";"NAT";"2024-08-27 10:22:46";"N/A";"Not Found";"0";"N/A"
"460";"Pala 61";"Cisco SW";"10.117.114.184";"Not Found";"d4eb.68a2.d80b";"No data";"2024-08-27 10:22:46";"N/A";"Not Found";"0";"N/A"
"461";"Pala 61";"Cliente Dispatch";"10.117.123.184";"Not Found";"0080.0701.3572";"No data";"2024-08-27 10:22:46";"N/A";"Not Found";"0";"N/A"
"462";"Pala 61";"Cliente PLE";"10.117.124.161";"Not Found";"000a.750c.904d";"No data";"2024-08-27 10:22:46";"N/A";"Not Found";"0";"N/A"
"463";"Pala 61";"Cliente Camara ope";"10.117.126.11";"Not Found";"b8a4.4f34.b2fd";"No data";"2024-08-27 10:22:46";"N/A";"Not Found";"0";"N/A"
"464";"Pala 61";"Cliente Receptor GPS1";"10.117.126.12";"Not Found";"0060.3534.7326";"No data";"2024-08-27 10:22:46";"N/A";"Not Found";"0";"N/A"
"465";"Pala 61";"Cliente Receptor GPS2";"10.117.126.13";"Not Found";"0060.3534.7ced";"No data";"2024-08-27 10:22:46";"N/A";"Not Found";"0";"N/A"
"466";"Aljibe 10";"Cisco AP";"10.117.115.160";"Not Found";"acf5.e6db.6f1c";"No data";"2024-09-03 22:11:31";"ok";"Not Found";"0";"ok"
"467";"Aljibe 10";"Cisco RO";"10.117.116.160";"Not Found";"acf5.e6db.6efc";"No data";"2024-09-04 12:38:30";"N/A";"Not Found";"0";"N/A"
"468";"Aljibe 10";"Cliente Dispatch";"10.117.123.160";"Not Found";"0080.0701.1274";"No data";"2024-08-30 12:51:31";"N/A";"Not Found";"0";"N/A"
"469";"Aljibe 10";"Cliente Datalogger MEM Eth0";"10.117.122.160";"Not Found";"0001.c011.ee12";"No data";"2024-08-20 21:44:04";"N/A";"Not Found";"0";"N/A"
"470";"Aljibe 10";"Cliente VIMS";"10.117.124.110";"No data";"Not Found";"No data";"2024-05-13 11:48:37";"N/A";"Not Found";"0";"N/A"
"471";"Aljibe 11";"Cisco AP";"10.117.115.161";"Not Found";"6c41.0eee.6f16";"No data";"2024-08-30 13:50:45";"ok";"Not Found";"0";"ok"
"472";"Aljibe 11";"Cisco RO";"10.117.116.161";"Not Found";"6c41.0eee.6ef6";"No data";"2024-08-30 05:37:53";"N/A";"Not Found";"0";"N/A"
"473";"Aljibe 11";"Cliente Dispatch";"10.117.123.161";"Not Found";"0080.0701.1337";"No data";"2024-08-24 11:56:33";"N/A";"Not Found";"0";"N/A"
"474";"Aljibe 11";"Cliente Datalogger MEM Eth0";"10.117.122.161";"Not Found";"0001.c00c.9e3e";"No data";"2024-08-24 11:56:33";"N/A";"Not Found";"0";"N/A"
"475";"Aljibe 11";"Cliente VIMS";"10.117.124.111";"000a.7504.8778";"Not Found";"No data";"2024-09-03 13:17:27";"N/A";"Not Found";"0";"N/A"
"476";"Aljibe 13";"Cisco AP";"10.117.115.163";"Not Found";"003c.108d.18d0";"No data";"2024-08-21 20:41:21";"ok";"Not Found";"0";"ok"
"477";"Aljibe 13";"Cisco RO";"10.117.116.163";"Not Found";"003c.108d.18b0";"No data";"2024-08-17 05:12:48";"N/A";"Not Found";"0";"N/A"
"478";"Aljibe 13";"Cliente Dispatch";"10.117.123.163";"Not Found";"0080.0701.03b1";"No data";"2024-08-15 13:34:43";"N/A";"Not Found";"0";"N/A"
"479";"Aljibe 13";"Cliente VIMS";"10.117.124.113";"Not Found";"000a.7511.7931";"No data";"2024-09-03 19:33:53";"N/A";"Not Found";"0";"N/A"
"480";"Aljibe 14";"Cisco AP";"10.117.115.164";"Not Found";"003c.108d.1b8a";"No data";"2024-08-20 13:12:39";"ok";"Not Found";"0";"ok"
"481";"Aljibe 14";"Cisco RO";"10.117.116.164";"Not Found";"003c.108d.1b6a";"No data";"2024-08-12 10:52:00";"N/A";"Not Found";"0";"N/A"
"482";"Aljibe 14";"Cliente Dispatch";"10.117.123.164";"Not Found";"0080.0701.12ea";"No data";"2024-08-12 10:52:00";"N/A";"Not Found";"0";"N/A"
"483";"Aljibe 14";"Cliente VIMS";"10.117.124.114";"Not Found";"000a.750e.433c";"No data";"2024-09-05 09:59:38";"N/A";"Not Found";"0";"N/A"
"484";"Aljibe 15";"Cisco AP";"10.117.115.165";"80e8.6f9a.6844";"Not Found";"No data";"2024-05-13 19:41:45";"ok";"Not Found";"0";"ok"
"485";"Aljibe 15";"Cisco RO";"10.117.116.165";"80e8.6f9a.6824";"Not Found";"No data";"2024-05-13 19:59:18";"N/A";"Not Found";"0";"N/A"
"486";"Aljibe 15";"Cliente Dispatch";"10.117.123.165";"0080.0700.a83f";"Not Found";"No data";"2024-05-13 20:16:49";"N/A";"Not Found";"0";"N/A"
"487";"Aljibe 15";"Cliente VIMS";"10.117.124.115";"000a.750e.43eb";"Not Found";"No data";"2024-05-13 20:34:15";"N/A";"Not Found";"0";"N/A"
"488";"Aljibe 16";"Cisco AP";"10.117.115.166";"Not Found";"d4ad.bdf3.5624";"No data";"2024-09-02 09:50:16";"ok";"Not Found";"0";"ok"
"489";"Aljibe 16";"Cisco RO";"10.117.116.166";"Not Found";"d4ad.bdf3.5604";"No data";"2024-09-01 04:41:05";"N/A";"Not Found";"0";"N/A"
"490";"Aljibe 16";"Cliente Dispatch";"10.117.123.166";"Not Found";"0080.0701.132e";"No data";"2024-09-01 04:41:05";"N/A";"Not Found";"0";"N/A"
"491";"Aljibe 16";"Cliente VIMS";"10.117.124.116";"Not Found";"000a.7515.f432";"No data";"2024-09-03 03:47:29";"N/A";"Not Found";"0";"N/A"
